"Wave Length","Absorbance"
450,0.99516970269643
451,0.998593146308387
452,1
453,0.996737590987363
454,0.996135954207804
455,0.985299393777152
456,0.983376135089056
457,0.97972300245169
458,0.974901533079897
459,0.971197435669644
460,0.966285105513026
461,0.961432329690671
462,0.958474434866742
463,0.955922462795723
464,0.950448144494752
465,0.942221859553389
466,0.933029581666373
467,0.922042087450238
468,0.907482976120787
469,0.891131167501379
470,0.876053459636757
471,0.861460718312632
472,0.84460374076525
473,0.826568686881103
474,0.811110852313974
475,0.798060105622351
476,0.784944598085168
477,0.77187266204481
478,0.760548653508021
479,0.750583649390537
480,0.740498400211562
481,0.730850845113924
482,0.723270308544259
483,0.717106225628892
484,0.709981674873859
485,0.700998129894898
486,0.69113375107262
487,0.681172998930401
488,0.671498945302469
489,0.663182482578474
490,0.657146334756065
491,0.652306840458994
492,0.646232097153077
493,0.638276340991575
494,0.63039902751477
495,0.624024358361969
496,0.61853886592048
497,0.612684260695768
498,0.606084578222944
499,0.598918594785364
500,0.591018261730605
501,0.581975422757292
502,0.571701277703023
503,0.561005409285563
504,0.551537594781944
505,0.544142765675009
506,0.538276679508754
507,0.532945327064746
508,0.527888132177628
509,0.52385321151671
510,0.520936199477658
511,0.517981834924851
512,0.514201236885217
513,0.510280508563857
514,0.507553917637078
515,0.50618135620661
516,0.505166550833232
517,0.503527884242677
518,0.500836482324048
519,0.496918507829934
520,0.492192574711055
521,0.487900338188296
522,0.484817580389268
523,0.482468925014486
524,0.480317287216378
525,0.478900433579866
526,0.47873020663733
527,0.478868824855024
528,0.478260775781985
529,0.477498429454379
530,0.477597214426924
531,0.478614637403724
532,0.480244630188663
533,0.482813559313596
534,0.486740623317659
535,0.491217380676625
536,0.494818308395767
537,0.497315365123356
538,0.499665429957989
539,0.50213106301702
540,0.504449995477725
541,0.507186900899164
542,0.511395089105232
543,0.517016980138782
544,0.523094253783263
545,0.529249713885247
546,0.53562279169155
547,0.541794399825401
548,0.547358505638996
549,0.553061056922498
550,0.559673818120558
551,0.566379714394374
552,0.571834810142074
553,0.576242914474302
554,0.580717754159623
555,0.585477816137881
556,0.590220296725867
557,0.595509411174928
558,0.601902867271698
559,0.608380109007024
560,0.613517105212496
561,0.617669033891992
562,0.622004300735624
563,0.626016460546755
564,0.628373769525576
565,0.629461822102979
566,0.630819587269525
567,0.632629272201649
568,0.63409700943615
569,0.635539823262638
570,0.637913008733851
571,0.640664315882305
572,0.642482097761645
573,0.643644693515239
574,0.645276123332112
575,0.647020763493184
576,0.647367546766831
577,0.646331124730833
578,0.645402364140365
579,0.645012399718437
580,0.644339412141438
581,0.643244133015287
582,0.642020398890127
583,0.639230993156207
584,0.631751524473428
585,0.617053495002785
586,0.595174543526366
587,0.569079871344625
588,0.543815864375681
589,0.523768713974168
590,0.509339405573567
591,0.496486305372261
592,0.480844381173799
593,0.462535607996204
594,0.445960544118871
595,0.435951191059317
596,0.435409052805343
597,0.444929797474814
598,0.462567902610525
599,0.484100649078519
600,0.504666974012173
601,0.521158768167057
602,0.533062508612173
603,0.541178675863428
604,0.546488471256527
605,0.549899067765051
606,0.551952767249811
607,0.552446691311029
608,0.551164819752662
609,0.549011478159198
610,0.54727348011851
611,0.545804782780955
612,0.543513465819826
613,0.540021029973932
614,0.535769855040158
615,0.530877259457932
616,0.525202245089835
617,0.519396847693685
618,0.514506377457868
619,0.510584905676494
620,0.506935580294597
621,0.50355814139685
622,0.500969154360593
623,0.498793337461747
624,0.495847052361219
625,0.491572637675958
626,0.486227929823577
627,0.480015195005158
628,0.473139083279454
629,0.466544274879597
630,0.461461389589568
631,0.458011287092701
632,0.455459656046523
633,0.45333187309245
634,0.451253268297848
635,0.448241664237328
636,0.443519830690151
637,0.437916508136532
638,0.433147385285559
639,0.429794447502523
640,0.427134123945017
641,0.424619881943957
642,0.422166281655744
643,0.419383428675546
644,0.415924672093314
645,0.412298775913992
646,0.409263616829966
647,0.406730763600242
648,0.404083521017792
649,0.401635442055558
650,0.400330752180145
651,0.399806316658409
652,0.398644167234744
653,0.396414218590366
654,0.393954018637583
655,0.391886579178616
656,0.390039669844799
657,0.388491122478051
658,0.387683616436746
659,0.387390046492236
660,0.38672003669093
661,0.385641787365968
662,0.384393325793782
663,0.382325352681386
664,0.377639079072159
665,0.368715563092558
666,0.355207696506966
667,0.340453247918255
668,0.332772186360835
669,0.341198944751366
670,0.35730908412659
671,0.37004901318618
672,0.377188508045014
673,0.380124258124608
674,0.380006031916726
675,0.376874469807603
676,0.370662252238383
677,0.362292624679954
678,0.35373993170981
679,0.347246549838345
680,0.344006044018327
681,0.343854364389126
682,0.345204506871248
683,0.346399195526573
684,0.346875893684055
685,0.346739929602597
686,0.346038571778516
687,0.344777900059193
688,0.343263765008339
689,0.341917041797265
690,0.340996657192406
691,0.340554914007185
692,0.340409260406193
693,0.340304370005404
694,0.340005064007519
695,0.339381145443309
696,0.338577130111503
697,0.337715054839733
698,0.33677037025081
699,0.335817451205325
700,0.335097310773026
701,0.334871423174323
702,0.335000737274701
703,0.335035480106507
704,0.334859236097768
705,0.334696897688314
706,0.334713662089064
707,0.334830097620383
708,0.334972402268598
709,0.335281123051526
710,0.335752772195655
711,0.3361179532876
712,0.336366973847015
713,0.336750684179227
714,0.337324517739583
715,0.337936203744204
716,0.338615929333839
717,0.339607302864876
718,0.340906802167998
719,0.342124681631169
720,0.342921191029592
721,0.343310533165475
722,0.343464254933272
723,0.343523516903
724,0.343702028450923
725,0.344287574865252
726,0.345321071501724
727,0.34644936192196
728,0.347233991321535
729,0.347424738895965
730,0.346871501090716
731,0.3454233034569
732,0.343106672146482
733,0.339993753856888
734,0.335818427547224
735,0.330081662950096
736,0.322492198612729
737,0.313291910483603
