"Wave Length","Absorbance"
450,0.855189959566501
451,0.860274397597274
452,0.865676613733808
453,0.870848587596506
454,0.876692388040369
455,0.881293635247999
456,0.881918619825936
457,0.879268369869769
458,0.877250596316387
459,0.877237697759446
460,0.877073751886932
461,0.876157453737891
462,0.875545087376317
463,0.87500051748209
464,0.873350675740631
465,0.870720960140011
466,0.867833048889158
467,0.86416012505836
468,0.859010003675434
469,0.853368320728431
470,0.84783689795006
471,0.840179141360925
472,0.827807619229809
473,0.812529817183293
474,0.79866641799793
475,0.786668156598452
476,0.773856692242588
477,0.759190298167378
478,0.744078846574929
479,0.72975491330563
480,0.715979875942124
481,0.702182607818851
482,0.688111231344476
483,0.673371250326044
484,0.657822864022488
485,0.64236653300346
486,0.628082357305973
487,0.614825058658876
488,0.601741340532854
489,0.588669276923066
490,0.576054062758149
491,0.563934734966656
492,0.552002884361555
493,0.540596933600475
494,0.530590265224455
495,0.52220898765537
496,0.514934552119943
497,0.508445387210269
498,0.502929347958088
499,0.498356697503192
500,0.494090440446785
501,0.489549914898894
502,0.484823458914928
503,0.480446452024608
504,0.476790426775437
505,0.473855446750856
506,0.471495765742477
507,0.469565585526857
508,0.468037781909135
509,0.467025127472282
510,0.466362624674343
511,0.465416505932627
512,0.463663855587834
513,0.461254656377864
514,0.458554905000778
515,0.455357020235137
516,0.451249897694123
517,0.446651511426508
518,0.442694706263077
519,0.439853743956875
520,0.437603805751624
521,0.435623670663591
522,0.434249977465884
523,0.433689325986475
524,0.433581053350543
525,0.433535315715268
526,0.43364199239295
527,0.434085652964779
528,0.434641911836666
529,0.434982261470001
530,0.435073882097727
531,0.435101304172395
532,0.435224543173923
533,0.435492809208793
534,0.435881749800997
535,0.436338689670704
536,0.436888226989905
537,0.437629420941628
538,0.438415617173867
539,0.438724903975358
540,0.438289199199952
541,0.437616254501112
542,0.437472784446972
543,0.437964186066812
544,0.43857950540032
545,0.438996716389329
546,0.439365105134116
547,0.439849525827109
548,0.440408388310805
549,0.441064340649874
550,0.441943043407333
551,0.443030913423704
552,0.44428032503084
553,0.445890903829952
554,0.448082417161051
555,0.450664739308091
556,0.453197174822855
557,0.455505755920609
558,0.457565715314941
559,0.459049631963299
560,0.459614004555365
561,0.45954405689903
562,0.459473001298424
563,0.459619688712816
564,0.459917318598581
565,0.460623129058817
566,0.462108361407321
567,0.464143151034172
568,0.466057433545001
569,0.467585289708239
570,0.468896145660226
571,0.469863811006125
572,0.470181200315603
573,0.470144235237195
574,0.470462680995223
575,0.471312509813761
576,0.472221736679464
577,0.473030166740559
578,0.474173656891755
579,0.47579343168544
580,0.477334190296162
581,0.478306043471602
582,0.478871764355558
583,0.479438621024056
584,0.48018193354708
585,0.481184564931633
586,0.482573699087646
587,0.484263184170685
588,0.48596650280904
589,0.487599893066081
590,0.489340990118799
591,0.491204623124425
592,0.492992448910971
593,0.494721752937462
594,0.496634316590011
595,0.498728259522595
596,0.500762967567981
597,0.502674848793873
598,0.504447941399989
599,0.505628583401675
600,0.505578890142844
601,0.504360258885623
602,0.502690183351678
603,0.500947983028178
604,0.498870700130242
605,0.496222170186138
606,0.493130343831189
607,0.489627965350573
608,0.485491715662496
609,0.480729074336087
610,0.475725788907234
611,0.470816538157641
612,0.466160338913913
613,0.462001093733385
614,0.458637288580103
615,0.4562073632032
616,0.455042831521778
617,0.456053435138449
618,0.45985300085993
619,0.465200338642688
620,0.469198247123906
621,0.469772152958446
622,0.467535688066344
623,0.464626598809076
624,0.461842332813277
625,0.457431573582188
626,0.448874689619387
627,0.435694863134616
628,0.420276297971609
629,0.405948313194471
630,0.394693993770891
631,0.386635926306003
632,0.380951556959631
633,0.376885855642861
634,0.374092372821544
635,0.372419541430106
636,0.371731553084016
637,0.371942561078433
638,0.373035904653453
639,0.374966043957359
640,0.377760958496796
641,0.381778877260442
642,0.387361074531188
643,0.393634795284657
644,0.397889895498745
645,0.397102777037769
646,0.39052275844498
647,0.380590678349473
648,0.371077674318204
649,0.364238429410291
650,0.359855728467272
651,0.356696510394496
652,0.354129035002555
653,0.352159982373781
654,0.350707613926642
655,0.349501806412206
656,0.348449958712537
657,0.34762338902653
658,0.346961256454838
659,0.346333304145287
660,0.345782827126902
661,0.345441898063886
662,0.345335591470572
663,0.345548698435793
664,0.346272135446288
665,0.347395147984169
666,0.348222774079021
667,0.34802747744436
668,0.347433191506121
669,0.347762425997221
670,0.34937141383751
671,0.351631384195716
672,0.353772360913649
673,0.355649678832763
674,0.357624841771441
675,0.359893851896749
676,0.362190874110466
677,0.36409098030115
678,0.365380124701238
679,0.366020455932215
680,0.365999812491953
681,0.365390180460624
682,0.364468728121005
683,0.363619319103876
684,0.363166562517796
685,0.36339572416984
686,0.364561664545775
687,0.366740591918971
688,0.369771943535763
689,0.37342946237693
690,0.377619704579737
691,0.382412773793044
692,0.387978821787972
693,0.394517476975129
694,0.402177485812766
695,0.411065044843732
696,0.42136691159241
697,0.433323750658787
698,0.446872909886457
699,0.461265210426734
700,0.475107659272322
701,0.48672352611986
702,0.494474423590314
703,0.497184886710513
704,0.494968740641921
705,0.489971943802439
706,0.485917721929827
707,0.486543456872558
708,0.494289347444875
709,0.509348793752192
710,0.528102783862169
711,0.542051322731338
712,0.540510965900895
713,0.517480183168074
714,0.476993951770269
715,0.430648838589565
716,0.389710357725288
717,0.359602595923527
718,0.340060268478311
719,0.328378176133447
720,0.321961532347871
721,0.318999764502419
722,0.31824645077632
723,0.318830222619779
724,0.320174625676231
725,0.321941360499857
726,0.323957886700372
727,0.326076039865725
728,0.328047821054522
729,0.329615934680326
730,0.330738952386141
731,0.331601595844505
732,0.332394085920493
733,0.33321875954134
734,0.334212287506569
735,0.335533748173058
736,0.337145510107338
737,0.33877008788025
738,0.340153761163053
739,0.341251769915371
740,0.342094095702543
741,0.342608677050337
742,0.342665429232521
743,0.342218249669797
744,0.34137854150514
745,0.340446769559125
746,0.339855432168375
747,0.339913070411264
748,0.340542196278713
749,0.341385832088314
750,0.342207677705329
751,0.343086297409955
752,0.344213757764587
753,0.345661936181189
754,0.347399073449953
755,0.3493672957862
756,0.351430323690887
757,0.353358827943673
758,0.355000062590337
759,0.356436415465592
760,0.357924500514514
761,0.359719824682552
762,0.361961303819613
763,0.364617347133096
764,0.36749505363172
765,0.370409186400343
766,0.373439701968264
767,0.376967357367809
768,0.381362072056021
769,0.386605064649129
770,0.392177420209694
771,0.397265855696053
772,0.401145961231493
773,0.403584788372006
774,0.405000377611857
775,0.406179065068774
776,0.407737739081382
777,0.409781308287559
778,0.412003499994311
779,0.41404541563089
780,0.415780068658225
781,0.417327935419607
782,0.41883319219157
783,0.420222242573592
784,0.421206339534777
785,0.421544956100842
786,0.421246144296404
787,0.420474624729764
788,0.419368287396653
789,0.418026438422121
790,0.416586328409754
791,0.415153445055321
792,0.413661658370421
793,0.411932269098216
794,0.409895850939258
795,0.407691123399844
796,0.405537246880875
797,0.403566116526572
798,0.401778969123124
799,0.400095266752842
800,0.398428118519367
801,0.396786103317134
802,0.39536122521483
803,0.394470385104591
804,0.394298903476691
805,0.394598422925188
806,0.394646748896998
807,0.393646429182422
808,0.391335083481312
809,0.388244781647491
810,0.385295217800982
811,0.383082026807391
812,0.381555158526139
813,0.380317974657104
814,0.379096813225324
815,0.377902554629388
816,0.376873460797405
817,0.376091713713259
818,0.375548733887513
819,0.37522749184063
820,0.375175891585167
821,0.375480220051574
822,0.37620984636184
823,0.377486631217047
824,0.379633455391783
825,0.383016848135526
826,0.38740330136338
827,0.391412677229454
828,0.392935600266104
829,0.390448976863127
830,0.384123003791763
831,0.375768228806957
832,0.367745245618121
833,0.361745699759605
834,0.358222735676891
835,0.356687775391025
836,0.356444219680652
837,0.357060686016487
838,0.358353230919865
839,0.36021481740121
840,0.362630128357468
841,0.365692974234011
842,0.369519617408326
843,0.374277567371635
844,0.380306248273946
845,0.387700058138008
846,0.39528905478701
847,0.40046082203475
848,0.400997528354654
849,0.397524403438642
850,0.393549270199985
851,0.392616535259773
852,0.395768829614055
853,0.401758371356572
854,0.409013221413847
855,0.416867006778848
856,0.425287456589066
857,0.434333993695867
858,0.444124832149144
859,0.454865317461286
860,0.466753856700226
861,0.479992717541337
862,0.494847414986169
863,0.511490952707057
864,0.529824473129526
865,0.549747032533212
866,0.57146623897721
867,0.59521892407906
868,0.620563669349134
869,0.645941746009474
870,0.668660832865126
871,0.685238908867665
872,0.692496514411014
873,0.688950600051492
874,0.675311239455596
875,0.653446899332015
876,0.625347754182825
877,0.593108742629007
878,0.559017021323499
879,0.525341417245227
880,0.493868610859178
881,0.465355080716018
882,0.439007773774865
883,0.412693419422551
884,0.384548879462615
885,0.35491580120978
886,0.326714506340102
887,0.303691109097551
888,0.288213022556372
889,0.280298676666109
890,0.278228072002549
891,0.279757426212813
892,0.282953339815618
893,0.2866683930671
894,0.290548526567501
895,0.294571320001646
896,0.298535784326888
897,0.302034688356038
898,0.304837701989304
899,0.307007743868474
900,0.308682045356618
901,0.309984154443468
902,0.311146113582691
903,0.312457834102874
904,0.314045809095929
905,0.315901385004735
906,0.318120541950141
907,0.320886681089485
908,0.324192036338703
909,0.327810513385182
910,0.331593876436307
911,0.335613197899663
912,0.339940878569624
913,0.344486888358765
914,0.349090465779036
915,0.353604121577287
916,0.357857465435316
917,0.361698577854431
918,0.36509534958134
919,0.368064775204616
920,0.370534595409284
921,0.372410602175253
922,0.373761519314212
923,0.374780797186445
924,0.375615444930122
925,0.376382586718278
926,0.377284299715104
927,0.378522989143636
928,0.380125142007554
929,0.382010844012842
930,0.384210626516413
931,0.386887983970934
932,0.390178207306835
933,0.39410626238151
934,0.398493098153916
935,0.402717383539451
936,0.405731574217547
937,0.406732374272196
938,0.405901227415365
939,0.404295300958765
940,0.402992693819171
941,0.402457106661185
942,0.402614459619499
943,0.403199491881047
944,0.403943174889206
945,0.404685005717543
946,0.405484125547092
947,0.406545794320516
948,0.407973185312417
949,0.409669460241378
950,0.411484944360695
951,0.413360793575769
952,0.415320245080115
953,0.417416392050443
954,0.419697956132953
955,0.422139317950453
956,0.424636584911901
957,0.427144640123573
958,0.429746443408323
959,0.432492198141132
960,0.435261061422587
961,0.437916538585378
962,0.440504116784751
963,0.443154183904624
964,0.445905696397205
965,0.44880086296961
966,0.452013040016275
967,0.455597156281774
968,0.459141423087022
969,0.461938536058344
970,0.46359763972797
971,0.4643600329802
972,0.464839837997287
973,0.465587955782951
974,0.466869314916177
975,0.468676898450079
976,0.470868387065202
977,0.473344827051746
978,0.4761045836947
979,0.479123766640874
980,0.482287474551355
981,0.485510711365049
982,0.488826689036018
983,0.492239278582857
